text,label
i feel unpleasant time is long,sadness
i dont know if its easier to have a mental illness or watch someone you love battle with it but today i think the hardest thing is feeling helpless to stop it,sadness
i know that this pair of socks took about two months to make but i feel that was because yours truly was truly distracted by the strings as i like to call it,anger
i can feel the frantic beat of his heart but cookie s voice is surprisingly clear,fear
i did feel a little lighter in spirit now that i knew that neither he nor warrick despised me for my incredible naivety and stupidity,anger
i run to him when i feel threatened and insecure,fear
i liked the ending but i did feel like it was a little bit rushed,anger
i was feeling pretty low about that but joan saw my disappointment and lifted my spirit with corinthians,sadness
i couldnt help feeling a little envious of what treats the body power people might have in store for them demonstrations of super strength perfect specimens glistening with accentuating oil exercise gear to be seen in,anger
i feel troubled and also terrified your minute my partner and i view hundreds of white jackets and obtain caught from the surgeons evaluating area sterile and clean smelling and brimming with numerous devices,sadness
i hide this secret inside of me away from everyone because i feel ashamed and like i have no assistance in making it better,sadness
i feel greedy about wanting to see this film series continue,anger
i have to admit that i feel a little irate as well but its under control,anger
i dont have a yeast infection in the vagina i could be feeling irritated by yeast due to my diet so i should stop eating lots of sugary foods if i can,anger
i cant help but feel that if i hadnt had been so selfish then i could have sheltered you from feeling this way now,anger
i have swung between feeling resentful that others need me to feeling ashamed and angry that i am not more with it and able to be a better daughter sister friend citizen,anger
i didn t feel alarmed at all,fear
i was years old at one time knowing my dad wasnt coming home and its the worst feeling i have ever felt and ive hated you since and it wont ever change,anger
i would feel very ungrateful if i didnt thank you all and you know who you are,sadness
i feel like that when i try to try on relationship traditions that i and the people i care about get damaged,sadness
i may feel uncomfortable or just want to give up,fear
i also suspect that like me those who feel like they want to die will be reluctant to share that information with anyone because it is so freaking scary,fear
i would like to experience but i just wished to depart from the others to lay down and relieve myself from this odd sense of nausea and avoid having to make anyone feel bad about having brought up the restaurant in the first place,sadness
im feeling that longing urge to create something again,love
ive been feeling helpless since superstorm sandy hit one of my favorite places in the world and i suspect a lot of you share that feeling,fear
i just feel that there is too much too many pages too many descriptions of stars too many supporting characters,love
i start feeling crappy i just have to toss this on and bam i am singing and dancing and shimmy ing my shoulders just like whitney,sadness
i even feel that he is still feel gloomy and moody till now,sadness
i am feeling a tad lonely about his absence now,sadness
i just feel resentful and show my resentment by eating tempura and sundaes,anger
i get the feeling this miserable narrator is pining for an ex lover dreaming of her return and wonders whether he should unlock his door in case she should come this way and in and have a drink and dancing,sadness
i didnt feel any tragic estrangement between superman and his family perhaps because of the playing perhaps because unlike batman he already had one,sadness
i feel that if i make one mistake everything will shatter like a delicate crystal flower that slipped from my grasp,love
i feel the cold more than him,anger
i admittedly feel like crap and want to sleep all day and am so cranky i just want to yell at everyone,anger
i feel gloomy and i desperately seek affection,sadness
i find is that these things are effecting loved ones who i love dearly so i feel so so helpless so what is the remedy for the hard times,sadness
i remember feeling annoyed but also wondering if i shouldn t stop and buy something,anger
im feeling slightly empty right now as if i want to reach out my hand for someone anyone to hold,sadness
i am fair skinned and i feel that this gives a lovely highlight on pale skin without just looking like a mass of glitter,love
i don t talk about it a lot but a majority of my time is spent at work and at work i m feeling generally unhappy lonely frustrated and even a little bitter from past events that just won t go away,sadness
i think i have made it known how i feel about cold weather we are not friends i am ready for winter to be finished please please be finished,anger
i get into conversations and regret them and start to feel exhausted after fifteen minutes of something that sounds like something but feels like it is only peas and carrots peas and carrots mush mush mush,sadness
i was feeling awful because it felt like i was pushing really hard to maintain the pace which sounded really slow,sadness
i always feel a little ashamed of my american history knowledge so i like to learn more when i can,sadness
i was challenged by the clip where richard gere gives julia roberts money to buy some pretty clothes she walks into an expensive boutique in her work clothes and the condescending staff refuse to serve her and leave her feeling humiliated,sadness
i am going crazy at leas the feeling is more pleasent them fearful,fear
i felt lost and half of the time now i feel just numb,sadness
i feel less burdened in a way,sadness
i want him to feel uncertain and unsettled because he deserves it and maybe itll teach him a lesson,fear
i feel guilty that i dont have the need to constantly check in on her,sadness
i really feel like he will never love me he will never be affectionate because he doesnt love me,love
i may feel a bit gloomy,sadness
i feel absolutely loved,love
i personally feel that every rapist should be punished rigorously if not hanged,sadness
i feel terrible but i can t even remember all the girls that came to pray with me last night,sadness
i feel is manifesting in strange ways,fear
i feel ive been loyal,love
i feel that i was damaged by gt gt gt religion and i will not let that happen to any children of mine,sadness
i spent all of wednesday feeling miserable,sadness
i really do feel for kids who are tortured in highschool,fear
i am so sick of feeling worthless and useless and miserable,sadness
i started to develop feelings for you they scared me and i freaked out but you promised me that i was safe,fear
i feel so disheartened now,sadness
i got shots from as many likely angles as i could feeling like a moronic tourist but deciding not to care,sadness
i feel all our time is devoted to scheduling instead of actually making the center be top notch,love
im feeling a bit apprehensive about it as i dont know if my little note cards will stand out from the mass of talent on etsy,fear
i feel this distraught i am thankful that the weather is improving so much,fear
i ran despite feeling rotten and i m glad i did as well as i did but i really want to do better,sadness
i can assume they are not feeling the cold like i am their water is not frozen they have plenty of feed though they eschew this in favor of foraging and scratch,anger
i feel like a total bitchy person today yay,anger
i feel the palate jaded types take on natural wine and lighter styles as a messianic quest to reveal the true nature of great wine,sadness
i feel a little tortured and lost,anger
i dont know why but every time i feel like i am doing someone a favor all the time i start to feel burdened and stressed by that,sadness
i havent exactly gone for a spin around the block yet since id feel strange strapping in a teddy bear in place of a baby but it looks nice and sturdy and like it will do the trick,fear
i have been wanting to write about a secret life i live one that only a handful of people know about one i keep secret and one that i feel embarrassed about even though i know it is perfectly human normal and deep down i feel it is right,sadness
at one of my close friends saying she didnt like the way i am nice to people i dont know,anger
i would feel resentful toward patrick because i couldnt read avery her nightly books with just her and me,anger
im feeling regretful tonight too,sadness
im feeling so helpless clueless and homesick,fear
i have just been wandering around santa cruz and thinking about this being the last time in a while that i m seeing all those meaningful streets squares shops caf s where i have spent so much time with my friends makes me feel almost heartbroken,sadness
i still feel a bit overwhelmed,fear
i hope to always remain grateful even when feeling a little unsure about my endeavors,fear
i hope that i soon wont feel like a stupid slut,sadness
i feel in my heart and definately in my idiotic mind,sadness
im feeling pretty depressed and i think its spiraling,sadness
im feeling insecure and sad because i dont know what to do with my book,fear
i sure know where to come if i m feeling a little tender,love
i have agonised over writing a review for this book my words just dont seem to flow i feel somehow inadequate for this task,sadness
im off to the big city solo for what im afraid is going to be six days of wandering around lost six days of feeling uncomfortable six days of not knowing how to dress six days of not knowing what to do six days of not knowing where to eat six days of disaster disaster disaster,fear
i am heavy and i feel dull all over i think i ve stopped breathing,sadness
i feel defeated loss and confused,sadness
im feeling particularly sentimental or what have you i go into a bookstore where my books are sold and i pace out the distance between where my books are displayed and where his are on the shelf,sadness
i feel sorry for my subjects and tend to let go too soon,sadness
i love you and i feel so blessed to spend another year with you,love
im feeling generous heres a holiday classic for you iframe allowfullscreen frameborder height src http www,love
i imagine that in the end it might feel like you do about not fully loving,love
i feel myself slowly not caring about living up to other peoples standards when it comes to aesthetics and how i present myself,love
i get what she s saying and i feel somewhat remorseful for not being the kind of friend or giving the kind of support she wanted or needed throughout the past years of our friendship oh yes it goes back that far,sadness
i think this is the last week of softball and im likely going to suck it up and at least try to play but i feel absolutely rotten going to see what some aggressive hydration does,sadness
im feeling very listless,sadness
i didnt even have time to feel jealous i was so busy pinning her pictures and writing down a href http nanashi,anger
i feel heartbroken one middle aged woman told pyongyang s state run media,sadness
i notice enjoyable moments are even more enjoyable because i recognize how far the feelings i get are from the horrible sensation i get when something bad happens,sadness
i start feeling anxious again,fear
i want her to feel humiliated and guilty,sadness
i always feel a bit anxious before i preceptor because i am still learning,fear
i realize i should be extremely grateful for your act of kindness lord i m feeling quite distressed at the moment,fear
i feel like i am being one person whom his life will be very miserable and not doing the best,sadness
i feel like im taking care of a needy puppy not living with a mother,sadness
im feeling annoyed to add on i dont feel important or whatever shit anymore,anger
i feel very annoyed with this kind of people who comment and try to be so philosophy on their religion,anger
im feeling a little melancholy tonight kinda like the paint on this door,sadness
i know luh feeling damn awkward can,sadness
i feel like i want to stop i think of my wimpy muscle less sister who did the tough mudder,fear
i feel at ease in those moments but the last few nights have been troubled,sadness
i think came from the weird catholic way we d been raised to feel ashamed about sex,sadness
i am speaking for myself right now but i know there are a lot of people who feel drained because of that non closure that occurs when we never get to be done with something,sadness
i have been thinking on a working towards for a long time but it has become something i feel even more passionate about in this last year,love
i feel fucked church of fuck luminaries swinelord are back with a deluxe r,anger
im still feeling a little hesitant but plunging in with a multitude of colored pencils nonetheless,fear
i feel dull many of a time headache many of time insomnia,sadness
i feel less shitty,sadness
i didn t want to do too much and then leave it feeling awkward at times,sadness
i can get to the bottom of this feeling and not just berate myself for feeling dissatisfied,anger
i often feel disappointed in my decisions and who i am and call myself names,sadness
i just feel so listless,sadness
a gigantic spider climbed over my face and what is more in my own flat,anger
i always feel the need to break awkward silences which makes it even more awkward,sadness
im feeling really stressed today about the state of the house,sadness
i feel like most designers shy away from using color in the kitchen so i just love how julia incorporated bright splashes of orange blue and green throughout the space,fear
i feel like the awkward outsider and start to feel homesick,sadness
i don t really feel all that bothered by it to be honest,anger
i do this because the worse they are the more justified i feel a needy man on the street suddenly represents a threat to my very peace and freedom,sadness
i still feel terribly devastated,sadness
i feel which usually very few people may easily subdue the longing of ones or even,love
i feel as though my capacity to love others to show love to be loved and share it has grown dramatically,love
i need to get back to work rewriting an introduction i feel woeful inadequate in writing ill make this short,sadness
i guess you could say i am teeter totering right now on the edge and i feel like im dangerous,anger
i feel like were hitting this sweet spot ds is going to rd grade ds is going to st and dd is headed for her last year of preschool,love
i feel like ya maybe i am dumb weird and strange,sadness
i no longer have that angst inside me the kind of yelping passion and feeling of being wronged or what have you that drove my initial connection to emo,anger
i to feel unloved when hes god and he has the choice to do whatever he wantd,sadness
i feel like ive been shaken around a thrown down,fear
i think it is common to feel helpless at times like this,sadness
i feel like if i was here long enough i would have my emotions back b c i could either be so stressed out by the people that i cant hide my emotions or that i would have my support back and feeling would be safe again esp without uw school work,anger
i feel treasured i feel loved i feel ive done more than just pursue the craft i adore and make a living from it and more than just fulfil the only real ambition ive ever had of becoming a professional writer,love
i feel so empty a href http uwilnevrknow,sadness
i absolutely refuse to feel insecure about how i look anymore,fear
i feel i can never thank you enough for helping this girl with a troubled past become who she is today,sadness
i knew it would feel empty and there would be the potential to feel like i wasnt doing well as i wasnt passing folks,sadness
i will tell them what i really feel i understand supporting someone but that doesnt mean you have to lie to them,love
i admit i was feeling agitated so when hubby asked me if i want to join them for a drink i agreed,anger
i feel so fucking lame saying that however immature it may be something that i just imagine have imagined all this time,sadness
i love my tango family sometimes especially when i m feeling ugly and awkward and like an outsider i need something from tango that i can t get when i know everyone at the milonga,sadness
i guess when you are constantly feeling unhappy around the person it is a sign to you to remove this person from your life,sadness
i feel tortured by this sense of wrong,fear
i find myself feeling irritable or depleted i run through a mental checklist have i worked out,anger
i am feeling quite weepy can you get rid of them and she did,sadness
i feel acclimated like i am finally a part of this organization rather than a timid observer,fear
i was snapping at everybody and feeling very grumpy in general,anger
when i nearly caused a traffic accident with my car,fear
i feel it looks abit dull and i am going to match the colours with the colours i am going to put on my final cover which i think will be white black and either red or blue,sadness
i guess the mild pain had made me feel even more impatient to just get on with it,anger
i starred into susan s gaping cum filled ring i could feel my own cock hardening in the vain hope of fucking this goddess myself but that would have to wait another day,sadness
i feel isolated because im not much for driving on bad roads,sadness
i feel out of generous love people have focused too much on my story and i don t want to perpetuate that dynamic there are some other educators who are going through the same,love
i feel and i dont need some dumb reason to legitimize or excuse the way im feeling,sadness
i feel burdened and guilted by the weight of a decision gone bad,sadness
im down to blogging again simply because im feeling very distracted though im suppose to study cell bio now,anger
i feel about this band perhaps i m too distracted by the hardcore dancers flailing around,anger
i began to feel accepted by gaia on her own terms,love
i potter around my one bed flat i feel a little bit more like an unfortunate version of bridget jones,sadness
i get more upset when bruce is a little more tired from work than usual i feel a little rejected,sadness
i didn t feel particularly sympathetic toward her,love
im feeling low i usually just want to lay in bed and do nothing,sadness
i know that there will be days that i am going to feel discouraged,sadness
im feeling nervous about it,fear
i am going to feel annoyed with myself,anger
i feel hesitant around it,fear
i still feel really regretful for leaving,sadness
i could listen to those words and suddenly not feel so incredibly helpless,sadness
i feel studying and doing homework again after weeks of holidays target blank img title stumbleupon class ssba alt stumbleupon src http www,sadness
i guess what i m trying to say is that i have no abusive boyfriends no crushing of dreams no loss of jobs no real reason to feel depressed but i am,sadness
i feel like the only person i ever truly loved was a guy whom we shall call mr,love
i couldnt get to sleep i was feeling quite irritable and restless and every time i was dropping off to sleep a mosquito would land on my face or squeal around my ear,anger
i feel more sympathetic than ever for elementary school teachers trying to coerce entire classes of third graders to walk single file to the lunchroom,love
i feed him and how strongly i feel about not feeding him crappy processed dog food because i want him to live forever,sadness
i feel indecisive it feels like the security that i usually feel from sensing the ground beneath my feet is suddenly gone and i am left feeling wobbly and unhappy,fear
i love this projector it is old it has an old smell to it not displeasing just old and slightly musty it is from the early s i feel like i am in my own little episode of mad men when we set it up to watch something on it,anger
i also hope you understand why i feel so angry with you when you dont support the hat rule or when you turn up at a school event sans hat yourself,anger
i feel that should hurt more than is does she grimaced,sadness
staying in a relatives house which was broken in before,fear
i feel like people have shamed me for being so,sadness
im feeling pissed and sad right now,anger
i feel so worthless beaten and broken,sadness
i feel like it dirty src http i,sadness
i feel completely listless running on auto,sadness
i feel like i have been quite neglectful to my blog and am just to say that we are here alive and happy,sadness
i hate feeling that im so indecisive,fear
i feel its my job to let you know when you might have missed another holiday,sadness
i feel exhausted after i am done reading its like i live multiple lives all at once in the span of a day,sadness
i can write about it in my journal or something i am good at keeping a secret from the world no it depresses me and although i feel idiotic happiuness is bliss i watch the news,sadness
i feel that i am getting more and more timid these days,fear
i guess she was feeling pretty hesitant,fear
i may rant but i don t feel burdened in the least bit,sadness
i was the one who was bearing all the pain and anguish yet why was it that i was the one that continues to feel the hurt while the ass is still gallivanting and showing off,sadness
i just feel so unsure of myself and everything in my life,fear
i can still feel all my muscles aching,sadness
i was going to say that it makes me feel all unloved and shit but thats just me being overly dramatic,sadness
i figured out why i feel so crappy and so now i don t feel so crappy because a lot of feeling crappy comes from trying to figure out why certain negative emotions exist especially when my life is pretty damn good most of the time ya,sadness
i would feel timid wearing them beacuse id try to not get them dirty etc,fear
i feel burdened a href http scratcheverything,sadness
i feel less stressed and at the end of the day usually discover that ive done more,sadness
i cant even remember what it feels like to be loved,love
i tend to have a discomforting feeling or maybe get disturbed but that sense of emotion only plays out the way the book is being interpreted,sadness
i feel so frightened i just wanted to document the way i m feeling,fear
i feel blackburn will be a stubborn team against blackpool and holloway will want a positive reaction in this game even if they don get a result,anger
i suppose i am a bit on occasion but now ive become this horrible annoying person and i feel so strange about it,fear
i feel uncertain about something i will act in a more positive and powerful way,fear
im feeling the way shes not caring for me the way she used to,love
i feel like they have been more than generous and completely understand that things change i mean days off unpaid,love
i should be rushing around packing my kit ready to fly out to gambia on tuesday but instead i am sat here feeling rather melancholy after an emotional supping a small well fairly small,sadness
i left you i was feeling pretty defeated,sadness
i feel anxious as i usually do around this time of night,fear
i get another call from a frantic junior for my file and i obviously refused ta help her and now im feeling like i was too rude i mean i jz went like yeah sorry i just dont do that,anger
i feel rebellious and think let them do so,anger
i feel like on my ugly days or ugly phases as i call them i m not just unattractive but that i m unattractive in an odd way,sadness
i feel not offended in any form and should not make this big and in the end it doesnt bother me at all but ive learned to show some balls in the past and say what i think not anonymous so if we would give some weight to the content of these comments there would be the questions what is behind it,anger
im usually so strong but she has this ability to make me feel like a naughty child that doesnt know what shes talking about,love
i get this gut feeling or am i just being paranoid,fear
i sure hope it helps im tired of feeling so lousy,sadness
im feeling kind of naughty,love
i feel completely submitted and devoted to a href http www,love
i came out of there feeling so abused,sadness
i dont know if i feel apprehensive about it or apathetic,fear
i feel more stressed than ever,sadness
i feel like i dont honestly know which bits of the dt that i admired are the results of ccs own wit,love
i feel is very delicate,love
i feel like i am single handedly supporting the cupcake industry,love
i feel like i do a crappy job at giving back from this angle due to my own racing and training schedule,sadness
i feel those feelings coming back all those hateful jealous paranoid feelings that used to torture me relentlessly,anger
i should go to sleep but i m feeling reluctant to let go of the day,fear
i guess that s where the phrase down in the dumps comes from try this think of something that is mildly upsetting for you some sort of negative emotion perhaps you were stuck in traffic or there was something on the news this morning that made you feel a bit grumpy,anger
i was out shopping with a friend the other day and she asked how i was feeling about the book coming out and i said i was terrified and she asked why,fear
i mean i care very much for my family that s going through these things but it was becoming something that was making me feel almost morose,sadness
i feel depressed i will sing,sadness
i feel though its pretty dangerous to to apply one strategy to match,anger
i feel ashamed when i log out and leave these problems behind,sadness
i just feel so helpless i know deke s going to die and i can t do a fuckin thing about it,fear
id recommend using it before washing with a shower gel the oil does leave a residue behind which does feel lovely but its not particularly practical and also has a brownish tint to it,love
i am a celebrity or politician i can hire a bodyguard who carries a gun and i don t have to apologize explain or feel embarrassed about this choice,sadness
i spray it all over my body during afternoons to beat the heat because its refreshing doesnt sting unlike regular baby colognes and the fresh scent is very energizing just the thing i need to keep me from feeling drained and lazy in this intense heat,sadness
i remember feeling dismayed from this observation,sadness
i do know im feeling times more guilty,sadness
i am feeling naughty with my thebalm nude tude naughty palette a href http,love
i was feeling a bit homesick so i made a last minute trip over to broomfield the weekend of the th to the nd,sadness
i play it i have more different feelings around a cold grim back drop,anger
i am feeling the effects of lifting weights a couple of times last week and i am loving it,love
i could feel it but it didnt hurt,sadness
i like that i don t feel pressured yet i like spending time with him,fear
i feel cranky and annoyed when i dont,anger
i have not done any hill training but am not feeling apprehensive about it at all,fear
i was a touch pissed off that janine appears to have totally forgotten my birthday i feel a sarcastic comment in her card next week to make up for it,anger
i will state right now that i feel strongly that someone should be punished for the hurt that was inflicted on him,sadness
i wake up its the uncomfortable feeling i have that i was just mentally abused by my own thoughts and i can t for the life of me remember why and then when i do remember why i honestly wish i hadn t,sadness
i tend not to want to cook if i feel grumpy or tired or just stressed,anger
i seek the presence of people of conscience and i feel around me the optimism of youth with its stubborn refusal to accept a fate forced upon it,anger
i feel numb jun nd,sadness
i wanted to please him and make him feel accepted,love
i want to be to be worthy of them especially when i m feeling the sarcastic crone,anger
ive noticed this week that im not the only one who struggles with feeling a little depressed after mothers day,sadness
i am just remembering it now and i should have told him it was birthday but i am such a selfish idiot and was feeling jealous of all the people who met nao,anger
i presented old work which made me feel guilty,sadness
i wanted to take this opportunity to express the way i feel about myself the blog and your lovely selfs of course,love
i feel so fucked up these days,anger
i hate feeling so fucked up all the time because of this,anger
i dont know if i feel this way because i live in la and id rather be somewhere else or if its because im stressed about money work or if im just in need of a hug,sadness
i could feel how exhausted my arms and legs were,sadness
i feel rejected like my peers dont really understand me and as a result arguments ensue,sadness
i feel so dull and such an idiot,sadness
i was in a dark moment of my life at that precise moment so each time i read her stuff the fleeting feeling of empathy for her and her triumphs was quickly succeeded by bitterness and guilty resentment towards her,sadness
i feel terrible about that,sadness
i did feel a little less inhibited in class tonight,fear
i get headaches am easily agitated feel frightened and aggressive,fear
i stand by that he is actually annoying giggle i also acknowledge that i have been feeling very dissatisfied,anger
i feel sad for that after all,sadness
i like to buck the system and climb on my soapbox when i feel wronged or see others wronged but for the most part i am more comfortable with a society that accepts certain behaviors as moral truths,anger
i read that men would rather feel unloved than inadequate or disrespected,sadness
i make some of those cracks by the age old system of not sleeping and driving myself insane but i dont have the energy and i dont have that feeling because it feels like ive already devoted my life to working and hacking systems and fucking with numbers for people,love
im not sure if what im feeling is so extremely vulnerable or now that i feel so depressed and sad,fear
i have noticed that if i go with out i start to feel irritated at him or easily annoyed by the things he does i feel this tiny ache inside of me almost unnoticeable the first few days as if a tiny hair had burrowed its way into my foot,anger
i am starting to feel like a worthless person,sadness
i feel so blessed and honoured to be sharing my knowledge on my two absolute favourite topics in this life,love
i dont have a solid reason for beginning self harm it was a number of things really but i just had these feelings of being worthless that no one would ever like me that i was ugly that i didnt fit in that i was horrible,sadness
i read the ny times i feel very inadequate,sadness
i will not say that those hopes were dashed because i did truly enjoy the movie but i did leave feeling disappointed,sadness
im feeling a bit gloomy and blah today so this a href http lunajubilee,sadness
i feel shy of sharing too much about it right now like its a delicate bird that hasnt taken flight,fear
i feel insulted video pete edochie responds to death hoax i feel insulted a href http olajideolafunmbi,anger
i feel like i ve been distracted all day or i ve been dealing more with fiddly necessities than actual creative work then i ll feel like the day s been wasted,anger
i purposely put that statement in the negative to show that im now feeling gun shy,fear
i make my intentions known here i feel rotten if i dont go,sadness
i would not feel as shaken if i were appreciated for at least a tiny bit,fear
im feeling a little bit apprehensive about entering a new chapter again and having to prove myself all over again,fear
i feel like a deprived kid,sadness
im glad that peter doesnt feel threatened or concerned by my recent interest in decidedly egalitarian almost feminist christian blogs jonalyn finchers a href http soulation,fear
i feel like everything is just so fucked,anger
i shouldve stopped feeling envious she has her own life i knew it but its still so hard,anger
ive been kicked in the stomach by the eating disorder so many times that i feel kind of numb,sadness
i used to always throw out twd as an example of dual excellence whenever anyone would defend some tedious issue superhero story but recently i feel like the single issues are suffering a bit,sadness
i were to create a piece similar to this again i would improve on it by spending more time on the background as i feel i rushed this and it could have been more detailed,anger
i was and still am feeling romantic possibly due to the endless wedding conversations with my girlfriends which involves a lot of talk on whimsical dresses dreamy photoshoots and vintage inspired decorations,love
i have a feeling something startled her but either way she started on my shoulder and ended up across the room a very slow flutter mind you,fear
i bet you are feeling really mad and hurt,anger
i do however feel myself feeling a bit reluctant,fear
i know im quite selfish but sometimes i feel like i dont want to throw everything just for something that is uncertain,fear
im just being straightforward theyd feel hurt,sadness
i feel useless and gross and cant seem to find one positive thing about myself,sadness
i feel distracted or scattered i take a few moments to close my eyes and just breathe,anger
i believe that if i by myself make a person feel uptight and want to be envous of me then they have another sin called jealousy,fear
im sore and feeling very unsure of how in the world i will go more miles in weeks,fear
i was down feeling greedy and depressed,anger
i really am feeling skeptical about politicians lately and all of the tomfoolery and shenanigans that are going on in washington so it s nice to read a book that is about that subject and about some people taking action though no i don t advocate the actions they took,fear
i sobbed and cried to him feeling quite vulnerable and he did nothing said nothing,fear
i mean weve been friends for a long time and these things are not new to me but right now it feels like all i ever want to do is just roll my eyes at everything you say and tell you how obnoxious youre being,anger
i really wish i had the courage to drag a blade across my skin i wish i could do it i wish i could see the blood and feel that sweet release as it starts to pour out of my flesh and down my body,love
i feel its gonna be months after days ever since you broke up with me,sadness
i am skinny look at me i am thin i love myself but i am feeling ignored i am thinner now i try to disappear,sadness
i am remembering your touch feeling your fingers caress my aching palms,sadness
i start to feel more and more frantic and rushed trying to provide excellent care for my patients and then high tail it home,fear
im feeling that i will never being disturb by the naughty student at the school anymore,love
i have a reminder of the joy and peace i feel in his arms i am tortured,anger
i have the capacity for great care and compassion as well as the ability to bite metaphorically speaking when i feel threatened,fear
i miss the feeling of someone actually caring about what is going on with me and how i am feeling,love
i feel a timid six other times a wise sixty six,fear
i feel equally morally outraged regardless of whether its michigans or new yorks governor sleeping with prostitutes behind his wifes and daughters backs,anger
i feel like i am being punished for the choices i made in the past,sadness
i feel like my last two classes i didnt simplify instruction enough or do enough of a demonstration because i had many students with blank stares or not applying themselves in the projects,sadness
i walk out of the studio feeling exhausted soaking wet with sweat and with a startling clarity of focus and quiet inside,sadness
i feel like there are a couple of castanets songs i really liked over the last five or eight years but i feel like ray raposa just got lost in that wave of freak folk that rolled in and crested in like and then got washed back out to sea,love
i feel equally wronged,anger
i still feel dissatisfied,anger
ive been idling away this past year i realize im feeling more and more doubtful of my path,fear
i apologise in advance i m feeling somewhat angered and stressed and the following is just going to have to come out,anger
i feel pretty pathetic right now,sadness
i was feeling too agitated to read and it was too hot out to walk,anger
i know that tenge will get me to and from almost anywhere so if i am feeling impatient i offer more,anger
i think it is easy to feel afraid when one considers the nuclear weapons the weather the protests the riots the police reactions the governments responses or the laws being passed,fear
i don t feel hopeless or depressed,sadness
i feel rotten all week because i hardly ever see you that s why i wrote this hopeless song i ve never been in love with a girl like you before darling come with me such a wonderful thing has never happened to me before you re the only one who touched my heart it s all a question of courage,sadness
i feel this blank in my mind is stopping me from breaking under this weight,sadness
i go with their flow i always feel shitty so i do what fits me best,sadness
i feel like the truth is that to him it just wasnt working out he lost patience with me and he felt he would be better off by not trying to please me,sadness
i never knew it hurt his feelings i just thought he was being sarcastic in return,anger
i feel annoyed but its because im afraid i wont be able to speak well just like them,anger
i feel resentful about my education rel bookmark why i feel resentful about my education a class entry author href http liveagainsttheflow,anger
i feeling so shitty today then,sadness
i want to do is sleep and i feel so bad for the boy,sadness
i feel a little foolish for ever having left duluth,sadness
i feel like i should be suspicious of her but im just so happy to see her,fear
i am not even italian but i feel outraged by the stupidity of ppl on this blog,anger
i feel anguish for a family that was assaulted raped and systematically assassinated by u,fear
i feel so completely and totally drained,sadness
i feel so mad i feel so angry i feel so callous so lost confused again i feel so cheap so used unfaithful let s start over let s start over let s start over,anger
i should welcome feeling those that have gone before me i almost feel doomed by it,sadness
i feel fearful seeing this bridge an emotional tith sam ath whose year old son died in the disaster told afp,fear
i try not to care when hes with his party friends especially since he doesnt usually take me and i feel like hes embarrassed of me or doesnt want to deal with me on his night of fun and glory of being cool,sadness
i feel i will never escape something drawing attention to my forehead when distressed because i imagine old age will turn the scrunching into permanent wrinkles,fear
i feel like a distracted robot,anger
i scanned through several old blog posts and i could still feel the hurt from them,sadness
i have to admit i feel shaken up,fear
i was a mess completely stressed out feeling terrified of doing the wrong thing of mis stepping or of in any way dishonoring or upsetting my medicine family or any of the participants in the quest itself,fear
i felt towards my dad growing up i think it eerily parallels how i feel towards romantic interests now,love
i feel isolated unnatural yeah i feel tense unnatural yeah i feel uncaring unnatural,sadness
i need to do everything i can to push away the boundaries i feel listless and overwhelmed,sadness
i continued on my way despite feeling a bit strange with my flexy new shoes and sweat soaked back,fear
i feel for you despite the pain makes me suspicious that it might be so,fear
i posted this lovely picture on instagram and was feeling slightly rebellious walking on that plane feeling,anger
i feel pathetic encased in stiff and unused limbs my mind plateaus and dreams of beyond,sadness
i feel like i havent been as compassionate toward him as i should be,love
i feel that such knowledge would be abused,sadness
i feel thoroughly rotten,sadness
i feel i hate him like i have never ever hated anyone like that but i cant stop looking at his existing symbol,anger
i am the one feeling punished,sadness
i am pretty sure they took the two most horribly sounding words and stuck them together so fat people would feel shamed for being fat,sadness
i feel all hot and bothered and most of all i worry and worry some more and boy do i worry,love
i feel loved and blessed thank you allah,love
i feel helpless to overcome the voice that is telling me consistently and firmly that i look disgusting and huge,sadness
i guess she didnt feel the need to rescue her son from the vicious man eaters,anger
im feeling very frustrated with my novel in progress right now and i cant even decide why,anger
i did this especially feels strongly at the moment with gina who just died but had as fucked up as a family as you could ever imagine and wrote me letters during my misgivings and insecure times about how my love was enough,anger
i almost feel hated by everyone,anger
i feel incredibly loved and i know baby cap does too,love
i am not working i can cope with but days like today when i am i just feel awful,sadness
im going to let myself feel tender about it blog about it then let it go,love
i am feeling quite fond of my friends,love
i really wanted to like this one and whilst a couple of performances and the setting made this worth seeing it is developed in a way which is pedestrian at best and critically flawed when i feel less generous,love
i feel the gentle pull of your heart,love
i got a bad feeling ryodan doesn t plan to leave me alone in there too long with all those computers,sadness
i get the feeling they genuinely liked being out here and appreciated the place,love
i have yet to meet a cancer patient who does not feel burdened by some poor self image unresolved conflict and worries or past emotional trauma that still lingers in his subconscious,sadness
im now sat in work on a late shift putting the finishing touches to tomorrows paper and feeling ever so slightly delicate,love
i feel and oh how my heart broke,sadness
i just had this feeling that i liked him more,love
i was tired of feeling hurt,sadness
i will adress those issues and attempt to reason with them so they may feel less threatened and more supported and loved,fear
i wish crushing on somebody was so much easier i dislike being the emotional one i hate being the one that feels needy but i am here craving her attention and im just trying to ignore it,sadness
i can feel their afraid,fear
at a certain situation i felt myself neglected and undeservedly harmed,anger
i find it hard to breathe and sometimes feel a little shaken up by the days events,fear
